game_month,batter_team,is_batter_lefty,is_pitcher_lefty,bb_type,bearing,pitch_name,park_name,inning,outs_when_up,balls,strikes,plate_x,plate_z,pitch_mph,launch_speed,launch_angle,is_home_run
8,CWS,0,0,fly_ball,right,Slider,Guarantee Rate Park,2,2,1,1,-0.16,2.2,83.5,96.3,31,1
8,MIA,0,0,line_drive,center,Slider,Nationals Park,1,2,1,2,0.43,2.13,85,98.9,5,0
9,COL,1,0,fly_ball,center,Cutter,Dodger Stadium,1,0,1,1,0.63,2.44,92.3,103.4,27,1
9,MIN,1,0,fly_ball,center,Sinker,Target Field,5,2,3,1,-0.3,2.07,94.4,103.3,29,1
9,MIA,1,1,line_drive,left,Slider,Tropicana Field,3,0,1,2,-0.39,2.17,85,99.2,23,1
9,TOR,0,1,line_drive,right,4-Seam Fastball,Rogers Centre,1,0,2,0,0.76,2.65,89.5,105.9,15,0
9,BAL,0,0,line_drive,center,Curveball,Oriole Park at Camden Yards,5,2,0,2,0.53,2.79,81.9,104.8,26,1
9,SF,0,0,fly_ball,center,Slider,Oracle Park,5,2,1,0,-0.36,1.84,84.9,104.3,26,1
9,WSH,1,1,line_drive,left,Cutter,Nationals Park,6,1,1,0,-0.74,2.31,86.4,69.9,18,0
9,DET,0,0,fly_ball,right,4-Seam Fastball,Comerica Park,3,1,0,0,0.34,2.63,90.5,102.2,33,1
10,LAD,1,1,fly_ball,right,4-Seam Fastball,SunTrust Park,2,0,3,0,-0.11,1.72,90,97.1,27,1
9,BAL,0,0,ground_ball,center,4-Seam Fastball,New Yankee Stadium,5,2,2,2,-0.11,1.73,100.2,85.8,-7,0
8,DET,0,1,ground_ball,left,Slider,Comerica Park,6,0,1,2,-1.1,2.38,85.8,67.9,-7,0
8,WSH,1,0,popup,left,Curveball,Citi Field,7,1,2,2,-1.03,2.1,81.9,70.6,75,0
9,LAA,0,0,ground_ball,center,Sinker,Petco Park,8,0,1,1,-0.16,1.7,90.9,37,-54,0
9,CHC,1,0,ground_ball,center,Sinker,PNC Park,8,2,3,1,-0.33,1.72,92.3,98.5,-12,0
9,DET,0,0,line_drive,right,4-Seam Fastball,Target Field,3,2,1,2,0.3,2.6,94.5,97.8,20,0
8,SF,0,1,fly_ball,center,Sinker,Oracle Park,1,2,1,1,-0.27,2.32,95.6,101.6,33,1
7,CLE,1,0,line_drive,right,Changeup,Progressive Field,4,2,1,1,0.56,0.97,90.7,79.7,25,0
9,CIN,1,0,line_drive,right,4-Seam Fastball,Busch Stadium III,2,2,0,1,0.51,2.92,89.7,103.3,26,1
9,PIT,0,0,line_drive,center,Cutter,PNC Park,7,0,1,1,0.17,2.51,88.3,105.8,25,1
8,WSH,0,0,ground_ball,center,Sinker,Nationals Park,4,0,0,1,0.16,1.86,92.7,96.6,-9,0
8,STL,0,0,fly_ball,center,Slider,Busch Stadium III,2,2,0,1,0.36,2.21,85.2,104.5,25,1
8,CIN,1,0,ground_ball,right,Sinker,Great American Ballpark,2,2,0,0,-0.2,1.82,93.4,78.2,-5,0
8,CWS,0,0,line_drive,right,Sinker,Wrigley Field,6,0,2,0,0.39,2.24,87.3,106.5,24,1
8,MIL,1,0,line_drive,center,4-Seam Fastball,Miller Park,3,0,2,1,-0.11,2.59,95.5,101.5,11,0
8,SD,0,0,ground_ball,left,Sinker,Globe Life Park,5,2,0,1,-0.01,2.94,88.3,98.1,-13,0
9,OAK,0,1,fly_ball,center,Sinker,RingCentral Coliseum,4,0,2,2,-0.71,2.2,87.4,100,31,1
10,TB,0,1,fly_ball,center,4-Seam Fastball,Tropicana Field,8,1,3,2,-0.54,2.12,101.5,105.2,22,1
7,CLE,1,0,line_drive,center,Changeup,Progressive Field,3,1,1,1,0.22,3.21,84.4,93.4,13,0
9,SF,0,1,line_drive,center,Curveball,Oracle Park,3,0,0,1,-0.02,1.68,79.5,98.7,29,1
9,LAA,0,1,fly_ball,center,Changeup,Angel Stadium of Anaheim,2,0,0,1,0.25,2.78,80.7,107.7,32,1
8,CHC,1,0,line_drive,right,Sinker,Progressive Field,3,0,2,2,0.42,2.16,92.6,108.4,17,1
7,HOU,0,0,fly_ball,center,Cutter,Minute Maid Park,4,1,2,2,-0.35,1.91,86.2,96.7,34,1
9,NYM,0,0,fly_ball,left,4-Seam Fastball,Citi Field,7,0,3,2,-0.72,2.87,92.2,82,52,0
7,LAA,0,0,line_drive,left,Slider,Angel Stadium of Anaheim,8,0,0,0,-0.19,2.36,84.8,104.7,23,1
9,HOU,0,0,fly_ball,right,Slider,Minute Maid Park,5,2,2,1,0.86,2.16,88.1,89.7,33,0
8,BAL,1,0,fly_ball,left,Changeup,Oriole Park at Camden Yards,7,2,0,1,-0.99,2.7,86.2,82.7,36,0
8,NYM,1,0,line_drive,right,Curveball,Citi Field,1,2,3,2,-0.05,2.26,78.1,76,27,0
8,PHI,0,0,fly_ball,left,Sinker,Citizens Bank Park,8,2,0,1,-0.45,2.77,95.6,103.6,30,1
9,CIN,1,0,line_drive,center,4-Seam Fastball,Great American Ballpark,2,1,2,1,-0.44,2.16,96.1,101.3,29,1
7,LAD,1,0,line_drive,right,4-Seam Fastball,Minute Maid Park,2,1,1,0,0.6,2.64,91.8,107.6,24,1
8,MIN,1,0,line_drive,center,Changeup,Kauffman Stadium,7,1,2,2,-0.52,2.54,86.6,102.8,25,1
8,TB,0,1,fly_ball,center,Changeup,Tropicana Field,2,0,0,1,-0.06,1.95,78.8,104.6,29,1
9,ATL,1,0,fly_ball,center,Sinker,Citi Field,4,2,3,1,-0.21,2.73,92.8,102.9,38,1
10,ATL,0,0,fly_ball,center,4-Seam Fastball,SunTrust Park,8,0,0,1,-0.63,2.48,96.3,107.1,26,1
9,MIA,0,1,ground_ball,left,Curveball,Marlins Park,1,2,0,2,0.7,1.09,78.6,68.1,-19,0
9,MIA,1,0,popup,left,Slider,Tropicana Field,8,1,3,2,0.15,3.15,88.4,89.9,67,0
9,ARI,0,0,ground_ball,left,Split-Finger,Chase Field,9,2,1,1,0.02,2.35,81.4,67.7,-16,0
9,LAD,1,1,line_drive,left,Cutter,Chase Field,3,1,1,1,-0.35,2.43,83.1,101.3,26,1
9,STL,0,1,fly_ball,left,Changeup,Busch Stadium III,5,2,0,1,0.66,2.74,78.9,87.8,38,0
9,SEA,1,0,ground_ball,right,Sinker,RingCentral Coliseum,2,2,1,0,-0.08,2.77,94.4,100.9,-4,0
9,CIN,1,0,line_drive,right,Changeup,Great American Ballpark,4,1,2,0,-0.14,2.63,84,105,22,1
9,HOU,0,0,line_drive,center,4-Seam Fastball,Minute Maid Park,8,2,1,1,0.34,2.88,90.8,102,26,1
8,MIL,1,0,fly_ball,left,Slider,PNC Park,6,0,1,1,-0.54,2.54,84,96.3,30,1
9,ATL,0,1,fly_ball,left,Slider,Fenway Park,7,1,2,1,0.32,3.22,83.7,108.3,31,1
8,ATL,1,0,fly_ball,left,Sinker,SunTrust Park,8,0,2,2,-1.26,2.87,95.9,77.7,46,0
8,ATL,0,0,fly_ball,center,Knuckle Curve,SunTrust Park,3,2,1,1,0.28,1.85,83.3,109.4,28,1
9,OAK,1,0,line_drive,right,4-Seam Fastball,RingCentral Coliseum,4,2,1,1,0.7,2.1,93.1,96.2,18,0
9,TEX,1,0,line_drive,center,Sinker,Angel Stadium of Anaheim,2,0,1,1,-0.3,2.13,90,112.2,28,1
9,SF,0,0,ground_ball,center,4-Seam Fastball,Coors Field,7,0,0,0,0.05,2.12,95.4,102,6,0
8,LAD,0,1,ground_ball,left,4-Seam Fastball,Angel Stadium of Anaheim,4,1,1,1,-1,3.35,92.9,64.1,1,0
8,LAD,1,0,line_drive,right,4-Seam Fastball,Angel Stadium of Anaheim,3,0,1,1,-0.15,2.98,88.6,104.3,27,1
8,MIA,0,0,ground_ball,left,Slider,Rogers Centre,9,1,3,2,0.06,2.21,91.6,82.4,3,0
8,LAA,1,1,ground_ball,left,Sinker,Angel Stadium of Anaheim,3,0,0,1,0.69,2.62,89.5,61,0,0
8,TEX,1,1,fly_ball,center,Sinker,Globe Life Park,9,0,1,0,0.07,2,91.2,101.1,39,0
8,CWS,1,0,ground_ball,center,Knuckle Curve,Miller Park,8,1,2,2,-0.59,1.93,80.2,76.4,-4,0
8,SD,0,1,line_drive,left,Sinker,Chase Field,1,2,2,0,-0.2,2.15,89.3,111.8,25,1
8,BAL,1,0,fly_ball,right,4-Seam Fastball,Oriole Park at Camden Yards,1,0,2,2,-0.21,2.3,96.2,99.6,32,1
10,HOU,1,1,ground_ball,center,Slider,Tropicana Field,5,2,3,2,-0.32,2.23,86.1,102,4,0
9,PHI,0,0,line_drive,center,4-Seam Fastball,Citi Field,1,1,1,2,0.19,2.22,96.4,105.8,24,1
9,PHI,0,0,fly_ball,left,4-Seam Fastball,Tropicana Field,5,1,0,0,-0.15,2.76,98.9,96,34,1
8,PHI,1,1,line_drive,center,Sinker,New Yankee Stadium,3,1,0,2,0.6,2.32,88.2,97.9,28,1
8,ATL,0,0,popup,left,Split-Finger,Citizens Bank Park,8,0,0,0,-0.33,2.16,86.1,91.4,67,0
9,MIN,1,0,fly_ball,center,Sinker,Target Field,9,1,2,0,-0.32,2.28,94.2,97.2,40,0
9,COL,0,1,ground_ball,left,4-Seam Fastball,Chase Field,2,0,0,0,0.4,3.03,89.5,81,-3,0
8,OAK,0,0,line_drive,center,4-Seam Fastball,RingCentral Coliseum,3,2,0,0,-0.1,2.91,92.5,109.1,22,1
9,CIN,0,1,line_drive,center,4-Seam Fastball,SunTrust Park,1,1,0,0,-0.37,3.09,95.1,71.6,18,0
8,KC,1,1,ground_ball,right,Sinker,Kauffman Stadium,9,1,3,2,0.42,3.06,90.7,86,-32,0
9,DET,1,0,fly_ball,center,Sinker,Miller Park,6,2,0,2,0.43,2.08,96.8,102.5,30,1
8,TB,1,0,ground_ball,right,4-Seam Fastball,Tropicana Field,9,2,0,0,-0.38,2.13,96.2,108.6,6,0
7,PHI,0,1,fly_ball,center,Sinker,Citizens Bank Park,8,0,3,1,0.17,2.28,92.1,101,32,1
9,SD,0,1,line_drive,center,Slider,T-Mobile Park,4,2,2,2,-0.3,1.39,84.9,104.6,22,1
9,LAA,0,1,line_drive,center,Changeup,Angel Stadium of Anaheim,3,0,0,1,0.33,2.48,88.1,104,25,1
9,NYY,0,0,popup,center,Curveball,New Yankee Stadium,3,0,1,2,0.52,1.76,70.2,76.9,63,0
8,COL,1,0,line_drive,left,Sinker,Coors Field,7,1,0,0,-0.24,2.31,98.7,99.4,24,0
8,MIN,1,1,ground_ball,left,4-Seam Fastball,Comerica Park,5,2,0,0,0.86,2.91,92.8,59,2,0
7,LAA,0,0,fly_ball,center,Cutter,Angel Stadium of Anaheim,6,1,1,0,-0.1,2.15,91.6,106.6,31,1
9,SD,1,0,ground_ball,left,4-Seam Fastball,T-Mobile Park,7,1,2,2,-0.14,1.59,98.3,87.8,-61,0
9,SD,0,1,fly_ball,center,Curveball,Oracle Park,2,0,1,1,0.03,2.68,76.3,106.3,26,1
7,DET,0,0,fly_ball,center,4-Seam Fastball,Great American Ballpark,9,0,2,2,-0.59,3.26,95.6,101.8,30,1
9,MIA,0,0,ground_ball,center,Curveball,Tropicana Field,4,2,1,2,0.44,2.31,82.9,92.1,-23,0
9,ATL,0,0,line_drive,center,Sinker,SunTrust Park,7,1,0,2,-0.24,2.49,92.2,101.5,10,0
8,ATL,1,0,fly_ball,right,Curveball,SunTrust Park,9,1,0,0,0.68,1.2,76.9,98.2,32,1
8,HOU,1,1,line_drive,center,4-Seam Fastball,Chase Field,2,0,1,1,-0.04,2.16,93.8,105.4,27,1
8,TB,1,0,line_drive,center,4-Seam Fastball,Tropicana Field,8,2,0,1,0.11,2.36,99,108.2,17,0
9,BAL,1,0,ground_ball,right,Sinker,Oriole Park at Camden Yards,2,0,2,1,0.71,1.52,90.1,102.2,7,0
8,PHI,0,1,fly_ball,center,4-Seam Fastball,Citizens Bank Park,3,1,1,1,0.13,2.35,87.6,104.2,26,1
8,TB,1,0,line_drive,center,Slider,Rogers Centre,9,0,2,2,-0.57,2.83,90.4,102,27,1
9,HOU,1,1,ground_ball,left,4-Seam Fastball,RingCentral Coliseum,8,0,1,1,1.01,2.92,95.8,56.1,14,0
9,COL,1,1,ground_ball,left,Sinker,Coors Field,5,1,2,0,0.38,1.92,91.4,71.4,-2,0
8,MIA,0,0,fly_ball,right,4-Seam Fastball,Citi Field,2,1,0,0,0.36,2.6,94.1,99.5,37,1
9,TOR,0,0,fly_ball,center,Sinker,Rogers Centre,6,1,3,1,-0.26,3.23,94.1,107.6,25,1
9,CLE,1,0,ground_ball,center,Sinker,Progressive Field,6,0,0,0,-0.17,2.81,91.4,98.9,-16,0
9,CWS,0,1,ground_ball,left,Slider,Progressive Field,9,1,2,2,0.05,2.02,79.4,83,-5,0
8,COL,1,0,fly_ball,left,Sinker,Chase Field,8,2,2,0,-0.56,1.92,92.4,83,56,0
10,OAK,0,0,ground_ball,left,4-Seam Fastball,Minute Maid Park,6,2,3,2,-0.1,2.97,99.2,91.8,0,0
8,OAK,1,0,line_drive,center,Changeup,Chase Field,7,2,1,0,-0.7,2,86.7,98.8,25,1
9,CWS,1,0,popup,left,Slider,Kauffman Stadium,4,2,2,1,0.01,2.41,81.3,86.5,69,0
8,PHI,0,0,ground_ball,left,Changeup,Fenway Park,5,0,2,2,-0.21,2.84,85.6,53.7,-8,0
9,LAD,0,1,fly_ball,center,4-Seam Fastball,Chase Field,3,1,0,0,-0.43,2.31,89,98.8,34,1
8,WSH,0,0,line_drive,center,4-Seam Fastball,Nationals Park,2,2,2,2,0.6,2.33,91.4,100,30,1
8,MIL,1,1,ground_ball,right,Slider,Miller Park,3,0,1,1,0.54,2.48,85.3,98.2,-9,0
8,HOU,0,0,fly_ball,left,4-Seam Fastball,Minute Maid Park,2,0,1,1,-0.22,2.41,92.6,108.5,38,1
9,HOU,1,0,fly_ball,center,Slider,Angel Stadium of Anaheim,2,1,1,0,-0.18,2.9,87.6,107.1,35,1
9,TEX,1,0,line_drive,center,Sinker,Globe Life Park,2,0,0,0,-0.84,2.86,95.1,107.3,23,1
8,OAK,0,0,ground_ball,left,4-Seam Fastball,Angel Stadium of Anaheim,9,1,2,2,-0.29,3.12,97.5,102.2,4,0
9,HOU,1,1,fly_ball,center,Sinker,RingCentral Coliseum,1,2,0,1,0.39,2.51,92.7,93.4,35,0
8,CHC,0,0,ground_ball,center,Sinker,Wrigley Field,6,2,2,2,0.49,2.2,87.1,97.8,-2,0
9,BAL,1,0,popup,left,Changeup,Oriole Park at Camden Yards,3,0,2,2,-0.79,1.81,85.2,55.9,45,0
10,HOU,0,1,ground_ball,center,Changeup,Minute Maid Park,4,0,2,2,1.12,2.06,81.4,87.3,-21,0
9,ARI,1,0,popup,left,4-Seam Fastball,Chase Field,6,2,1,1,0.74,3.41,94.9,69.9,49,0
9,PHI,1,0,line_drive,center,Slider,Citi Field,2,1,1,1,0.31,2.94,88.4,80.8,20,0
8,PHI,1,0,line_drive,right,Curveball,Fenway Park,6,2,1,2,-0.17,2.11,82.8,103.3,14,0
9,NYY,0,0,line_drive,right,Curveball,New Yankee Stadium,2,0,1,2,-0.06,2.06,80.7,96.6,25,0
9,MIL,0,0,ground_ball,left,Slider,Miller Park,1,1,3,2,0.75,2.72,87.5,99,10,0
9,COL,0,1,fly_ball,center,4-Seam Fastball,Dodger Stadium,8,2,0,1,-0.01,3.02,95.3,103.1,32,1
8,CHC,1,0,fly_ball,center,Slider,Wrigley Field,6,1,1,2,0.02,1.99,84.6,102.2,30,1
7,BOS,0,1,ground_ball,left,Changeup,Fenway Park,4,0,1,1,1.34,2.58,77.6,66.9,5,0
8,LAD,1,0,ground_ball,center,Changeup,Chase Field,5,1,1,2,-1,2.49,89.1,90.4,-23,0
9,COL,1,0,line_drive,right,Curveball,Petco Park,5,1,1,1,0.09,1.82,79,80.5,16,0
7,OAK,0,0,fly_ball,center,4-Seam Fastball,RingCentral Coliseum,4,0,2,2,0.23,3.16,91.8,104.5,28,1
9,NYM,0,1,ground_ball,left,Cutter,Rogers Centre,6,2,1,1,-0.98,2.93,88.7,64.7,5,0
9,PIT,0,0,ground_ball,center,4-Seam Fastball,Kauffman Stadium,8,1,2,2,0.13,2.84,95.9,104.9,-11,0
8,KC,1,1,fly_ball,center,Slider,Kauffman Stadium,8,1,0,0,-0.42,2.55,83,100.1,37,0
9,SD,0,0,line_drive,center,Slider,Petco Park,7,0,0,0,0.08,2.51,83.4,109.2,29,1
8,MIN,0,0,line_drive,center,Sinker,Miller Park,6,0,3,2,-0.38,1.55,87.7,103,27,1
9,KC,0,0,fly_ball,right,Curveball,Kauffman Stadium,2,2,0,1,0.35,2.04,71.2,84.7,53,0
10,LAD,1,0,ground_ball,right,Slider,SunTrust Park,7,0,0,2,-0.41,1.95,83.2,69.9,-23,0
7,ARI,1,0,line_drive,center,Changeup,Globe Life Park,9,1,3,2,-0.48,1.65,84.1,103.3,20,0
10,ATL,0,0,line_drive,left,Slider,SunTrust Park,8,1,0,2,0.09,3.41,84.7,110.7,22,1
8,COL,0,0,fly_ball,center,Split-Finger,Coors Field,3,2,0,2,0.53,1.68,86.8,85.7,40,0
8,SD,0,0,ground_ball,center,Sinker,Dodger Stadium,2,0,1,0,-0.3,2.02,97.9,100.7,3,0
8,PHI,1,0,fly_ball,center,Changeup,Citizens Bank Park,8,0,3,2,-0.13,2.09,91.9,98.9,43,1
8,TOR,0,0,fly_ball,center,4-Seam Fastball,Rogers Centre,4,1,0,0,0.1,2.78,93.8,99.4,36,1
7,OAK,0,0,ground_ball,left,Slider,RingCentral Coliseum,6,2,3,2,-0.65,2.6,87.6,73.4,-2,0
9,MIN,0,0,line_drive,center,Slider,Guarantee Rate Park,5,1,0,1,-0.18,2.3,82.9,109.9,24,1
9,LAD,1,1,fly_ball,right,Sinker,Dodger Stadium,3,2,2,1,0.2,3.28,93.3,107,41,1
8,LAD,0,0,fly_ball,center,Sinker,Petco Park,9,0,0,1,0.12,2.19,94.7,104.4,24,1
9,ATL,0,0,line_drive,left,Cutter,SunTrust Park,4,0,0,0,0.5,2.68,88.4,93.4,29,1
8,ATL,0,0,fly_ball,center,4-Seam Fastball,SunTrust Park,1,0,3,2,0.78,2.77,97.8,114,31,1
9,NYM,0,1,ground_ball,left,Changeup,Citi Field,3,0,1,2,0.29,2.18,81.6,67.1,-49,0
9,ATL,1,0,ground_ball,left,Knuckle Curve,SunTrust Park,8,0,0,1,0.18,1.48,77.5,96.4,3,0
9,TOR,0,0,fly_ball,center,4-Seam Fastball,Rogers Centre,2,0,3,1,0.04,3.36,94.1,106.1,24,1
9,LAA,1,1,ground_ball,right,Curveball,Angel Stadium of Anaheim,5,0,1,0,0.38,1.85,77.5,82.1,6,0
8,MIN,1,0,ground_ball,center,Sinker,Miller Park,6,1,1,0,-0.74,2.29,88.6,101.4,-8,0
8,STL,0,0,ground_ball,center,Sinker,Wrigley Field,1,2,1,2,0.3,2.5,88.7,101.3,-22,0
7,HOU,0,0,line_drive,center,Knuckle Curve,Minute Maid Park,2,2,1,2,0.11,2.86,80.1,105.8,23,1
8,TB,0,0,line_drive,right,Slider,New Yankee Stadium,9,1,1,2,0.45,1.93,84.1,97.8,25,1
9,NYM,1,0,ground_ball,right,Changeup,Citizens Bank Park,2,2,2,2,-0.31,2.33,87.5,89.4,0,0
8,TEX,1,1,line_drive,center,4-Seam Fastball,Globe Life Park,6,2,0,1,0.24,1.68,91.9,99.5,28,1
7,CIN,0,1,line_drive,center,Sinker,Great American Ballpark,8,0,3,2,0.05,1.73,87.3,99,9,0
8,MIN,0,0,line_drive,right,Sinker,Target Field,1,2,0,0,-0.63,2.52,94.9,82,10,0
8,CIN,0,0,popup,center,Slider,Great American Ballpark,4,1,0,0,-0.4,3,86.7,77.7,62,0
8,NYM,1,1,ground_ball,left,Sinker,New Yankee Stadium,2,1,1,2,0.21,3.16,89.1,91,-22,0
8,PIT,0,0,line_drive,left,Slider,PNC Park,9,2,2,1,-0.33,2.12,84.6,96.9,11,0
9,COL,0,1,line_drive,center,Changeup,Coors Field,1,2,1,1,0.48,2.5,85.4,103.5,10,0
10,LAD,1,1,line_drive,right,Curveball,Dodger Stadium,4,1,0,0,-0.16,2.13,81.8,105.2,16,0
9,TOR,0,0,fly_ball,left,Sinker,Fenway Park,10,2,3,1,-0.86,3.43,93.9,105.3,44,1
9,SD,0,0,fly_ball,right,4-Seam Fastball,Petco Park,1,1,1,0,0.53,2.54,94.5,98.9,32,1
8,HOU,1,1,fly_ball,center,4-Seam Fastball,Petco Park,1,1,0,1,-0.04,2.99,96.9,103.2,30,1
10,MIA,0,0,line_drive,right,Curveball,SunTrust Park,1,2,0,0,0.19,1.95,81,91.4,22,0
8,SEA,0,0,ground_ball,left,Slider,Globe Life Park,4,0,3,2,-0.26,1.8,82.6,85.6,-3,0
9,CWS,0,0,line_drive,left,Slider,Kauffman Stadium,7,1,2,0,-0.48,2.59,82.9,113,28,1
9,HOU,1,1,line_drive,left,4-Seam Fastball,Minute Maid Park,7,1,3,2,0.15,3.62,89.6,87,24,0
9,LAA,1,1,ground_ball,left,Sinker,Angel Stadium of Anaheim,6,1,3,2,0.33,2.57,92.4,87.5,0,0
8,ATL,0,0,line_drive,center,4-Seam Fastball,Citizens Bank Park,9,1,1,0,0.03,2.35,94.4,104,27,1
9,SD,0,0,line_drive,center,Sinker,Petco Park,8,1,1,0,-0.11,2.39,97.4,104.4,25,1
8,NYM,1,0,popup,center,Sinker,New Yankee Stadium,4,1,1,0,-0.47,2.72,91.7,71.8,86,0
9,BAL,0,0,line_drive,center,4-Seam Fastball,Oriole Park at Camden Yards,7,0,2,1,0.38,2.3,94,101.3,26,1
9,DET,0,0,fly_ball,right,Sinker,Kauffman Stadium,7,2,1,0,-0.53,3.19,94,76.3,44,0
7,NYY,0,0,ground_ball,center,Sinker,Oriole Park at Camden Yards,6,1,0,0,-0.03,2.05,98.7,105.6,-7,0
8,ATL,1,0,line_drive,right,Changeup,Marlins Park,4,2,1,0,0.23,1.23,87.1,84.3,19,0
8,TB,0,0,fly_ball,center,4-Seam Fastball,Rogers Centre,6,1,1,0,0.09,2.84,95.5,99,35,0
9,LAA,1,0,ground_ball,center,Changeup,Minute Maid Park,5,0,2,2,-0.85,2.77,82.5,91.9,3,0
8,COL,1,0,ground_ball,center,Split-Finger,Coors Field,4,2,0,0,-0.25,1.67,89.3,70.5,-30,0
8,SD,1,0,line_drive,center,Sinker,Petco Park,7,2,3,2,-0.35,3.2,93.9,104.3,24,1
9,NYM,0,0,fly_ball,center,4-Seam Fastball,Nationals Park,1,1,1,2,-0.09,2.89,93.3,114.3,24,1
8,OAK,0,0,fly_ball,center,4-Seam Fastball,Oracle Park,3,1,3,1,0.09,2.29,95.7,102.2,29,1
8,SD,0,0,ground_ball,left,4-Seam Fastball,Coors Field,4,2,0,1,-0.01,2.48,94.5,102.8,-22,0
9,TOR,1,0,ground_ball,left,4-Seam Fastball,Rogers Centre,2,1,2,1,-0.45,2.48,93.7,101.5,-9,0
9,MIA,0,1,ground_ball,center,Cutter,SunTrust Park,10,0,0,0,-0.66,2.62,90,49.8,-82,0
7,CIN,1,0,fly_ball,center,Changeup,Great American Ballpark,9,0,1,1,-0.37,1.44,88.6,98.4,23,0
9,TOR,0,0,popup,left,4-Seam Fastball,Rogers Centre,6,2,2,2,-0.51,3.76,99.1,85.9,71,0
9,DET,1,0,fly_ball,left,Changeup,Miller Park,1,0,0,1,-0.67,1.91,84,95.6,30,0
8,MIL,0,0,ground_ball,left,Sinker,Wrigley Field,10,2,0,1,-0.74,1.99,93.2,94.5,-7,0
8,COL,0,1,fly_ball,left,Cutter,Coors Field,5,1,0,0,-0.06,3.06,85.2,102.5,33,1
9,OAK,1,0,fly_ball,left,Sinker,Dodger Stadium,1,1,1,0,-0.73,2.75,98.3,97.6,39,1
9,HOU,0,0,line_drive,center,Cutter,Minute Maid Park,5,1,0,0,0.24,2.31,90.4,102.8,28,1
9,CLE,1,0,fly_ball,center,Split-Finger,Progressive Field,3,2,0,2,-0.73,2.32,85.3,88.6,33,0
8,PIT,1,0,fly_ball,center,Sinker,PNC Park,2,0,2,1,0.07,2.28,93.8,102.1,33,1
8,ARI,0,1,ground_ball,center,Changeup,Coors Field,7,0,1,0,0.93,1.15,85.8,80.6,-26,0
8,SD,0,1,popup,right,Slider,Coors Field,1,2,1,0,-0.59,2.31,85.6,81.4,78,0
7,CLE,0,0,line_drive,center,Changeup,Target Field,2,1,2,1,-0.65,2.08,85.9,89.5,14,0
9,TOR,0,0,line_drive,center,4-Seam Fastball,Citizens Bank Park,7,1,3,0,0.44,2.37,91.7,111.7,20,1
8,OAK,0,0,fly_ball,left,Curveball,Oracle Park,9,1,0,1,0.02,2.1,80.3,96.7,29,1
9,LAA,0,0,line_drive,center,Cutter,Angel Stadium of Anaheim,5,2,2,2,0.92,3.31,88.7,83.3,13,0
9,ATL,0,0,line_drive,center,4-Seam Fastball,Nationals Park,8,1,2,2,-0.08,3.24,98.4,101.4,27,1
8,MIN,1,0,ground_ball,center,Changeup,Kauffman Stadium,3,0,2,1,-0.04,1.78,83.4,79.8,-4,0
8,TB,1,0,line_drive,right,4-Seam Fastball,New Yankee Stadium,2,1,1,1,0.34,2.74,96.9,110.2,21,1
9,TOR,0,0,ground_ball,left,4-Seam Fastball,New Yankee Stadium,2,2,0,2,0.82,3.51,97.2,83.2,-12,0
9,SF,1,0,fly_ball,center,Sinker,Oracle Park,7,0,2,1,0.24,2.3,94.5,104.9,25,1
8,SD,0,1,fly_ball,left,Curveball,Petco Park,2,2,2,2,-0.49,3.03,77,102,32,1
9,PHI,1,1,popup,left,4-Seam Fastball,Citizens Bank Park,7,2,2,1,-0.36,3.51,94.6,73.9,68,0
9,BAL,0,1,ground_ball,center,Cutter,Oriole Park at Camden Yards,9,0,3,2,-0.21,1.89,88.7,62.8,-55,0
9,TEX,0,1,fly_ball,left,Cutter,Chase Field,5,1,2,2,-1.19,2.24,86.9,89,32,0
8,TEX,0,0,line_drive,center,4-Seam Fastball,Coors Field,2,1,1,1,0.5,1.72,94.6,103,23,0
9,ATL,0,0,fly_ball,center,Curveball,Citi Field,6,2,2,2,0.59,2.67,78.6,107.3,35,1
9,NYY,1,1,line_drive,center,4-Seam Fastball,Citi Field,2,2,3,2,0.1,2.16,93.5,100.8,16,0
9,ATL,0,0,fly_ball,left,4-Seam Fastball,Oriole Park at Camden Yards,5,0,1,1,-0.96,2.42,92.8,68.3,40,0
9,PHI,0,1,ground_ball,right,Sinker,Marlins Park,2,0,0,0,0.17,2.21,86.9,102,2,0
10,ATL,1,0,ground_ball,center,Knuckle Curve,Dodger Stadium,6,1,1,1,-0.76,2.32,80.1,65.4,-54,0
9,PIT,1,1,popup,center,Slider,Progressive Field,7,2,2,1,0.35,2.07,82.6,82,85,0
9,NYY,0,1,popup,center,4-Seam Fastball,Rogers Centre,8,2,1,1,-0.3,3.55,93.7,82.7,67,0
8,MIN,1,0,ground_ball,center,4-Seam Fastball,Miller Park,5,0,1,2,-0.76,3.48,92.8,94.1,2,0
7,MIN,1,0,line_drive,left,Curveball,Target Field,3,1,1,1,0.6,1.33,80,97.5,20,0
8,MIL,1,0,fly_ball,left,4-Seam Fastball,Miller Park,6,0,0,0,-0.62,3.26,97.2,101.9,41,0
9,PIT,1,0,line_drive,left,Sinker,Kauffman Stadium,2,1,2,0,-0.41,2.58,98.1,101.8,25,1
8,PHI,1,1,line_drive,center,4-Seam Fastball,SunTrust Park,1,1,0,0,0.2,3.29,88.7,109.6,27,1
8,COL,1,0,line_drive,center,4-Seam Fastball,Dodger Stadium,4,0,0,0,-0.52,2.74,88,106.5,26,1
